2025-05-22 16:40:34.159317,21908,15686,10827,45393
2025-05-22 17:40:47.174588,21862,15624,10782,45316
2025-05-22 18:41:00.181839,21829,15576,10743,45232
2025-05-22 19:41:13.194363,21664,15456,10666,44931
2025-05-22 20:41:26.212996,21581,15385,10615,44753
2025-05-22 21:41:39.227632,21485,15321,10563,44582
2025-05-22 22:41:52.234746,21388,15251,10505,44361
2025-05-22 23:42:05.245483,21284,15173,10447,44169
2025-05-23 00:42:18.263181,21162,15081,10384,43938
2025-05-23 01:42:31.282530,21060,15015,10327,43724
2025-05-23 02:42:44.294685,20898,14903,10233,43398
2025-05-23 03:42:57.303566,20727,14799,10147,43070
2025-05-23 04:43:10.317613,20551,14669,10044,42704
2025-05-23 05:43:23.334539,20378,14565,9954,42375
2025-05-23 06:43:36.342844,20214,14452,9865,42068
2025-05-23 07:43:49.375528,20025,14331,9763,41692
2025-05-23 08:44:02.427499,19921,14276,9715,41503
2025-05-23 09:44:15.460438,19788,14183,9631,41239
2025-05-23 10:44:28.488061,19642,14086,9553,40943
2025-05-23 11:44:41.513141,19484,13983,9466,40631
2025-05-23 12:44:54.537846,19319,13871,9380,40318
2025-05-23 13:45:07.550958,19097,13726,9268,39895
2025-05-23 14:45:20.564931,18939,13622,9194,39567
2025-05-23 15:45:33.585614,18814,13530,9116,39322
2025-05-23 16:45:46.585280,18695,13454,9054,39077
2025-05-23 17:45:59.593799,18582,13370,8997,38873
2025-05-23 18:46:12.617531,18464,13292,8936,38643
2025-05-23 19:46:25.637278,18286,13168,8845,38293
2025-05-23 20:46:38.648670,18173,13092,8786,38070
2025-05-23 21:46:51.670971,17976,12957,8683,37675
2025-05-23 22:47:04.695810,17806,12839,8596,37337
2025-05-23 23:47:17.709355,17649,12740,8519,37048
2025-05-24 00:47:30.723573,17446,12608,8418,36642
2025-05-24 01:47:43.728310,17311,12513,8344,36381
2025-05-24 02:47:56.739639,17144,12406,8264,36054
2025-05-24 03:48:09.750027,17019,12326,8201,35814
2025-05-24 04:48:22.773622,16891,12243,8141,35573
2025-05-24 05:48:35.785378,16747,12156,8071,35299
2025-05-24 06:48:48.795278,16657,12099,8024,35120
2025-05-24 07:49:01.806049,16535,12018,7958,34887
2025-05-24 08:49:14.818345,16402,11937,7900,34636
2025-05-24 09:49:27.840652,16340,11904,7870,34519
2025-05-24 10:49:40.861129,16213,11821,7806,34278
2025-05-24 11:49:53.880891,16136,11779,7769,34136
2025-05-24 12:50:06.890914,16057,11733,7732,33991
2025-05-24 13:50:19.901588,15981,11689,7694,33846
2025-05-24 14:50:32.922648,15879,11618,7641,33651
2025-05-24 15:50:45.944714,15790,11557,7599,33482
2025-05-24 16:50:58.967011,15721,11516,7562,33347
2025-05-24 17:51:11.985621,15548,11392,7473,33011
2025-05-24 18:51:25.006612,15432,11321,7419,32779
2025-05-24 19:51:38.024522,15326,11246,7367,32567
2025-05-24 20:51:51.046676,15231,11183,7318,32375
2025-05-24 21:52:04.064683,15054,11074,7235,32038
2025-05-24 22:52:17.077310,14970,11010,7190,31865
2025-05-24 23:52:30.095921,14789,10890,7105,31502
2025-05-25 00:52:43.117395,14664,10815,7046,31272
2025-05-25 01:52:56.134030,14510,10710,6970,30967
2025-05-25 02:53:09.147811,14397,10637,6915,30740
2025-05-25 03:53:22.158049,14215,10525,6831,30386
2025-05-25 04:53:35.167423,14104,10452,6776,30175
2025-05-25 05:53:48.188520,14046,10427,6752,30059
2025-05-25 06:54:01.211198,13931,10351,6694,29833
2025-05-25 07:54:14.225788,13806,10276,6639,29599
2025-05-25 08:54:27.237323,13732,10231,6602,29461
2025-05-25 09:54:40.249661,13656,10189,6568,29312
2025-05-25 10:54:53.268235,13596,10153,6539,29200
2025-05-25 11:55:06.283835,13495,10095,6495,29016
2025-05-25 12:55:19.298385,13427,10056,6463,28874
2025-05-25 13:55:32.311196,13283,9962,6395,28590
2025-05-25 14:55:45.328507,13231,9925,6367,28477
2025-05-25 15:55:58.342952,13182,9897,6342,28389
2025-05-25 16:56:11.366499,13096,9843,6305,28215
2025-05-25 17:56:24.378325,13011,9790,6264,28056
2025-05-25 18:56:37.396265,12901,9711,6208,27833
2025-05-25 19:56:50.407734,12810,9653,6169,27662
2025-05-25 20:57:03.425922,12723,9595,6126,27482
2025-05-25 21:57:16.444379,12641,9543,6088,27318
2025-05-25 22:57:29.453739,12551,9483,6045,27139
2025-05-25 23:57:42.475615,12411,9389,5980,26865
2025-05-26 00:57:55.491988,12306,9321,5930,26653
2025-05-26 01:58:08.509885,12237,9275,5895,26515
2025-05-26 02:58:21.525363,12174,9242,5869,26397
2025-05-26 03:58:34.542971,12061,9168,5816,26171
2025-05-26 04:58:47.563180,12014,9142,5793,26082
2025-05-26 05:59:00.577843,11933,9087,5757,25915
2025-05-26 06:59:13.596657,11841,9034,5713,25738
2025-05-26 07:59:26.613479,11788,9001,5687,25639
2025-05-26 08:59:39.624408,11674,8931,5632,25413
2025-05-26 09:59:52.646662,11607,8893,5602,25292
2025-05-26 11:00:05.658960,11524,8845,5561,25128
2025-05-26 12:00:18.674851,11474,8814,5536,25020
2025-05-26 13:00:31.688396,11403,8775,5506,24889
